Tennessee,sec
Florida,sec
South Carolina,sec
Georgia,sec
Kentucky,sec
Vanderbilt,sec
Louisiana State,sec
Auburn,sec
Mississippi,sec
Alabama,sec
Arkansas,sec
Mississippi State,sec
Nebraska,big-12
Colorado,big-12
Iowa State,big-12
Kansas State,big-12
Missouri,big-12
Kansas,big-12
Texas,big-12
Oklahoma,big-12
Texas A&amp;M,big-12
Texas Tech,big-12
Oklahoma State,big-12
Baylor,big-12
Oregon,pac-10
Washington State,pac-10
Stanford,pac-10
Washington,pac-10
Southern California,pac-10
UCLA,pac-10
Oregon State,pac-10
Arizona,pac-10
Arizona State,pac-10
California,pac-10
Miami (FL),big-east
Syracuse,big-east
Boston College,big-east
Virginia Tech,big-east
Pittsburgh,big-east
Temple,big-east
West Virginia,big-east
Rutgers,big-east
Illinois,big-ten
Michigan,big-ten
Ohio State,big-ten
Iowa,big-ten
Purdue,big-ten
Indiana,big-ten
Penn State,big-ten
Michigan State,big-ten
Wisconsin,big-ten
Minnesota,big-ten
Northwestern,big-ten
Maryland,acc
Florida State,acc
North Carolina,acc
Georgia Tech,acc
Clemson,acc
North Carolina State,acc
Wake Forest,acc
Virginia,acc
Duke,acc
Brigham Young,mwc
Colorado State,mwc
Utah,mwc
New Mexico,mwc
Air Force,mwc
Nevada-Las Vegas,mwc
San Diego State,mwc
Wyoming,mwc
Louisville,cusa
Cincinnati,cusa
Alabama-Birmingham,cusa
East Carolina,cusa
Southern Mississippi,cusa
Texas Christian,cusa
Memphis,cusa
Army,cusa
Tulane,cusa
Houston,cusa
Louisiana Tech,wac
Fresno State,wac
Boise State,wac
Hawaii,wac
Rice,wac
Southern Methodist,wac
Nevada,wac
San Jose State,wac
Texas-El Paso,wac
Tulsa,wac
South Florida,independent
Troy,independent
Central Florida,independent
Notre Dame,independent
Utah State,independent
Connecticut,independent
Navy,independent
Marshall,mac
Miami (OH),mac
Bowling Green State,mac
Kent State,mac
Akron,mac
Buffalo,mac
Ohio,mac
Toledo,mac
Northern Illinois,mac
Ball State,mac
Western Michigan,mac
Central Michigan,mac
Eastern Michigan,mac
Middle Tennessee State,sun-belt
North Texas,sun-belt
New Mexico State,sun-belt
Louisiana-Lafayette,sun-belt
Arkansas State,sun-belt
Louisiana-Monroe,sun-belt
Idaho,sun-belt
